Year,Name,State_Code,State,Start_Date,Contain_Date,Acres,Cause,Estimated_Cost,,,,
2019,Hess Creek,AK,Alaska,6/21/2019,8/1/2019,"189,369",L,"$3,005,369",,,,
2019,Swan Lake,AK,Alaska,6/5/2019,10/2/2019,"167,183",L,"$48,101,094",,,,
2019,Bearnose Hill,AK,Alaska,6/29/2019,7/11/2019,"130,768",L,"$2,108,024",,,,
2019,Black River,AK,Alaska,6/18/2019,8/8/2019,"107,078",L,"$30,000",,,,
2019,North River,AK,Alaska,6/10/2019,7/21/2019,"101,451",L,"$40,000",,,,
2019,Tractor Trail 2,AK,Alaska,6/22/2019,7/11/2019,"92,628",L,"$461,188",,,,
2011,Northeast Texas Complex,TX,Texas,9/4/2011,9/29/2011,"52,681",U,"$3,958,900",,,,
2016,Erskine,CA,California,6/23/2016,7/7/2016,"48,019",U,"$23,000,000",,,,
2016,Chimney,CA,California,8/13/2016,9/5/2016,"46,344",U,"$78,300,000",,,,
2017,Thomas,CA,California,12/4/2017,3/22/2018,"270,000",U,"$123,836,000",,,,
2013,Gold Pan Complex,MT,Montana,7/16/2013,10/3/2013,"43,429",L,"$11,860,878",,,,
2017,Central LNU Complex,CA,California,10/9/2017,10/10/2017,"110,720",U,"$102,000,000",,,,
2011,Matador West,TX,Texas,2/27/2011,3/2/2011,"41,000",U,$0,,,,
2017,Oak,CA,California,8/12/2017,9/23/2017,"86,830",L,$0,,,,
2017,Long Valley,CA,California,7/11/2017,7/21/2017,"83,733",U,"$11,953,000",,,,
2017,Modoc July Complex,CA,California,7/24/2017,8/13/2017,"83,120",U,"$35,200,000",,,,
2017,Detwiler,CA,California,7/16/2017,8/7/2017,"81,826",U,"$90,000,000",,,,
2019,,WY,Wyoming,,,"56,229",,"$8,167,500",,,,
2011,Roper,TX,Texas,4/11/2011,4/13/2011,"41,000",U,"$82,000",,,,
2012,Whitewater-Baldy,NM,New Mexico,5/16/2012,7/31/2012,"297,845",L,"$23,000,000",,,,
2017,Eclipse Complex,CA,California,8/15/2017,10/8/2017,"78,698",U,"$46,006,691",,,,
2017,Salmon August Complex,CA,California,8/13/2017,10/4/2017,"65,889",U,"$39,805,700",,,,
2017,Southern LNU Complex,CA,California,10/9/2017,10/27/2017,"51,624",U,"$48,509,895",,,,
2007,Tungsten,NV,Nevada,7/6/2007,7/25/2007,"61,951",L,$0,,,,
2011,#536 Bear Creek,TX,Texas,9/4/2011,9/10/2011,"40,388",U,"$48,400",,,,
2012,Little Bear,NM,New Mexico,6/4/2012,7/2/2012,"44,330",L,"$19,404,877",,,,
2018,MM 117,CO,Colorado,4/17/2018,4/20/2018,"42,795",H,"$775,000",,,,
2017,Garza,CA,California,7/9/2017,7/10/2017,"48,889",U,"$15,453,433",,,,
2007,,NM,New Mexico,,,"91,438",,,,,,
2012,,TX,Texas,,,"42,542",,,,,,
2013,,TX,Texas,,,"43,619",,,,,,
2014,,TX,Texas,,,"44,158",,,,,,
2015,,TX,Texas,,,"44,427",,,,,,
2016,Crutch Complex,TX,Texas,3/24/2016,3/24/2016,"44,696",U,$0,,,,
2008,Evans Road,NC,North Carolina,6/1/2008,9/29/2008,"40,704",L,"$18,249,415",,,,
2018,Mendocino Complex,CA,California,7/27/2018,9/18/2018,"459,123",U,"$220,000,000",,,,
2016,Range 12,WA,Washington,7/30/2016,8/8/2016,"176,600",U,"$1,700,000",,,,
2019,Hurst Creek,AK,Alaska,6/22/2019,7/4/2019,"85,261",L,"$231,175",,,,
2016,Rail,OR,Oregon,7/31/2016,9/29/2016,"41,706",U,"$34,900,000",,,,
2010,,NM,New Mexico,,,"114,992",,,,,,
2015,Bear Creek,MT,Montana,8/12/2015,10/22/2015,"69,435",L,"$3,300,000",,,,
2012,Kinyon Road,ID,Idaho,7/7/2012,7/19/2012,"210,874",L,"$1,625,000",,,,
2007,Hepworth Complex,NV,Nevada,7/16/2007,8/2/2007,"58,427",L,$0,,,,
2018,Carr,CA,California,7/23/2018,8/30/2018,"229,651",U,"$162,289,294",,,,
2012,Halstead,ID,Idaho,7/27/2012,10/18/2012,"181,948",L,"$26,413,932",,,,
2012,Trinity Ridge,ID,Idaho,8/3/2012,10/18/2012,"146,832",H,"$41,228,912",,,,
2017,Chetco Bar,OR,Oregon,7/12/2017,10/26/2017,"191,125",L,"$72,000,000",,,,
2018,Camp,CA,California,11/8/2018,11/25/2018,"153,336",U,"$120,000,000",,,,
2012,Flat Top 2,ID,Idaho,8/5/2012,8/13/2012,"140,954",L,"$600,000",,,,
2012,Minidoka Complex,ID,Idaho,8/8/2012,8/23/2012,"97,616",L,"$5,801,271",,,,
2012,Powell SBW Complex,ID,Idaho,7/20/2012,11/5/2012,"67,611",L,"$4,882,375",,,,
2015,Family Peak Complex,MT,Montana,8/13/2015,10/17/2015,"53,890",L,"$4,205,000",,,,
2012,Jacks,ID,Idaho,7/9/2012,7/20/2012,"50,816",L,"$300,000",,,,
2014,,NM,New Mexico,,,"126,769",,,,,,
2007,BICY Complex,FL,Florida,5/4/2007,6/16/2007,"63,599",L,"$7,424,976",,,,
2015,,NM,New Mexico,,,"132,658",,,,,,
2017,Lodgepole Complex,MT,Montana,7/20/2017,8/11/2017,"270,000",U,"$9,800,000",,,,
2012,Sheep,ID,Idaho,9/6/2012,11/6/2012,"48,626",H,"$18,000,000",,,,
2012,McGuire Complex,ID,Idaho,8/27/2012,10/29/2012,"43,621",L,"$24,741,628",,,,
2017,,NM,New Mexico,,,"135,602",,,,,,
2019,,NM,New Mexico,,,"137,074",,,,,,
2013,,OK,Oklahoma,,,"213,120",,,,,,
2011,Honey Prairie,GA,Georgia,4/30/2011,12/28/2011,"309,200",L,"$53,420,000",,,,
2014,,OK,Oklahoma,,,"290,430",,,,,,
2015,,OK,Oklahoma,,,"329,085",,,,,,
2017,Brianhead,UT,Utah,6/17/2017,7/24/2017,"71,673",H,"$3,660,000",,,,
2013,Pony Complex,ID,Idaho,8/9/2013,8/19/2013,"149,384",L,"$4,000,000",,,,
2013,Elk Complex,ID,Idaho,8/9/2013,8/31/2013,"131,258",L,"$10,720,000",,,,
2018,Woolsey,CA,California,11/8/2018,11/27/2018,"96,949",U,"$56,943,320",,,,
2018,Ferguson,CA,California,7/13/2018,8/23/2018,"96,901",U,"$150,000,000",,,,
2008,East Slide Rock Ridge,NV,Nevada,8/10/2008,9/14/2008,"54,549",L,"$8,873,000",,,,
2017,Nena Springs,OR,Oregon,8/8/2017,8/29/2017,"68,007",H,"$8,900,000",,,,
2009,East Slide Rock Ridge,NV,Nevada,8/10/2008,4/7/2009,"54,549",L,$0,,,,
2013,Beaver Creek,ID,Idaho,8/7/2013,9/2/2013,"111,490",L,"$26,500,000",,,,
2016,Anderson Creek,OK,Oklahoma,3/23/2016,4/4/2016,"367,740",U,"$1,750,000",,,,
2016,350 Complex,OK,Oklahoma,5/5/2016,5/15/2016,"57,167",U,"$900,000",,,,
2017,NW Oklahoma Complex,OK,Oklahoma,3/7/2017,3/24/2017,"779,292",U,"$3,200,000",,,,
2011,Prairie,FL,Florida,6/5/2011,6/24/2011,"68,295",H,$0,,,,
2014,Big Cougar,ID,Idaho,8/2/2014,8/22/2014,"65,227",L,"$4,500,000",,,,
2017,Rice Ridge,MT,Montana,7/24/2017,10/17/2017,"160,187",L,"$49,251,000",,,,
2018,Rhea,OK,Oklahoma,4/12/2018,4/26/2018,"286,196",U,"$3,800,000",,,,
2018,County,CA,California,6/30/2018,7/14/2018,"90,288",U,"$47,000,000",,,,
2015,Soda,ID,Idaho,8/10/2015,8/23/2015,"285,361",U,"$6,250,000",,,,
2017,Cinder Butte,OR,Oregon,8/2/2017,8/16/2017,"52,531",H,"$4,400,000",,,,
2018,34 Complex,OK,Oklahoma,4/12/2018,4/24/2018,"62,481",OT,"$3,143,000",,,,
2019,,OK,Oklahoma,,,"174,339",,,,,,
2008,,OR,Oregon,,,"50,681",,,,,,
2009,,OR,Oregon,,,"49,756",,,,,,
2010,,OR,Oregon,,,"49,294",,,,,,
2019,,OR,Oregon,,,"49,062",,,,,,
2018,Avian Complex,FL,Florida,5/1/2018,5/29/2018,"82,461",U,"$10,781,364",,,,
2008,,SD,South Dakota,,,"44,314",,,,,,
2009,,SD,South Dakota,,,"43,977",,,,,,
2010,,SD,South Dakota,,,"43,808",,,,,,
2017,West Mims,GA,Georgia,4/6/2017,6/29/2017,"152,515",L,"$45,500,000",,,,
2011,,SD,South Dakota,,,"43,723",,,,,,
2012,Longhorn Complex,SD,South Dakota,7/19/2012,7/30/2012,"43,639",L,"$4,600,000",,,,
2011,Indian Creek,NV,Nevada,9/30/2011,10/13/2011,"110,827",L,"$2,500,000",,,,
2015,Tepee Springs,ID,Idaho,8/12/2015,10/19/2015,"95,709",L,"$31,540,000",,,,
2011,Chukkar Canyon,NV,Nevada,9/30/2011,10/13/2011,"48,672",L,"$500,000",,,,
2017,Diamond Creek,WA,Washington,7/23/2017,10/5/2017,"128,272",U,"$14,760,000",,,,
2017,Sartin Draw,MT,Montana,8/30/2017,9/4/2017,"99,735",L,"$1,500,000",,,,
2018,Delta,CA,California,9/5/2018,10/7/2018,"63,311",H,"$64,429,020",,,,
2018,Buzzard,FL,Florida,4/10/2018,5/1/2018,"62,404",L,"$10,419,127",,,,
2015,Selway/Elk City/Red River Complex,ID,Idaho,8/17/2015,10/29/2015,"94,921",L,"$16,000,000",,,,
2011,Izzenhood,NV,Nevada,9/30/2011,10/13/2011,"42,157",L,"$500,000",,,,
2017,Brush Flat,MT,Montana,8/31/2017,9/4/2017,"73,797",L,"$400,000",,,,
2015,Clearwater/Municipal/Motorway North Complex,ID,Idaho,8/10/2015,9/8/2015,"83,243",L,"$41,527,637",,,,
2012,Bull Run Complex,NV,Nevada,8/9/2012,8/19/2012,"51,366",L,"$4,816,272",,,,
2017,Perryton,TX,Texas,3/6/2017,3/13/2017,"318,156",H,$0,,,,
2012,Willow,NV,Nevada,8/5/2012,8/19/2012,"43,271",L,"$3,000,000",,,,
2017,Meyers,MT,Montana,7/14/2017,10/13/2017,"62,034",L,"$32,800,000",,,,
2016,Pioneer,ID,Idaho,7/18/2016,10/27/2016,"188,404",U,"$90,000,000",,,,
2013,,SD,South Dakota,,,"42,500",,,,,,
2018,RIVER,CA,California,7/27/2018,7/30/2018,"48,920",U,$0,,,,
2014,,SD,South Dakota,,,"41,930",,,,,,
2019,Little Crazy Mountain,AK,Alaska,6/21/2019,7/25/2019,"79,953",L,$0,,,,
2017,Lolo Peak,MT,Montana,7/15/2017,10/6/2017,"53,902",L,"$48,500,000",,,,
2017,Sapphire Complex,MT,Montana,7/24/2017,10/4/2017,"43,733",U,"$35,406,736",,,,
2015,,SD,South Dakota,,,"41,645",,,,,,
2017,Eagle Creek,OR,Oregon,9/2/2017,10/27/2017,"48,831",H,"$20,251,700",,,,
2017,Norse Peak,WA,Washington,8/11/2017,10/5/2017,"52,056",U,"$19,760,000",,,,
2018,Klondike,OR,Oregon,7/15/2018,11/28/2018,"175,258",L,"$104,500,000",,,,
2016,Cottonwood CA,SD,South Dakota,10/16/2016,10/18/2016,"41,360",U,"$170,000",,,,
2013,Silver,NM,New Mexico,6/7/2013,9/10/2013,"138,546",L,"$14,300,000",,,,
2017,Legion Lake,SD,South Dakota,12/11/2017,12/19/2017,"54,023",H,"$2,200,000",,,,
2018,,SD,South Dakota,,,"44,507",,,,,,
2016,North,NM,New Mexico,5/21/2016,7/14/2016,"42,102",L,"$4,800,000",,,,
2019,,SD,South Dakota,,,"49,265",,,,,,
2018,OK Bar,NM,New Mexico,4/22/2018,5/13/2018,"61,620",L,"$1,400,000",,,,
2018,Buzzard,NM,New Mexico,5/22/2018,7/12/2018,"50,296",U,"$15,100,000",,,,
2017,Highway 200 Complex,MT,Montana,9/1/2017,10/6/2017,"42,442",L,"$12,500,000",,,,
2008,,UT,Utah,,,"86,932",,,,,,
2011,,UT,Utah,,,"94,562",,,,,,
2016,Hot Pot,NV,Nevada,7/2/2016,7/10/2016,"122,292",U,"$3,402,259",,,,
2018,Boxcar,OR,Oregon,6/21/2018,7/3/2018,"100,207",U,"$3,500,000",,,,
2018,Substation 0730 RN,OR,Oregon,7/17/2018,8/2/2018,"78,425",H,"$4,200,000",,,,
2018,Watson Creek,OR,Oregon,8/15/2018,9/9/2018,"59,061",U,"$19,139,000",,,,
2018,Miles,OR,Oregon,7/16/2018,10/17/2018,"54,334",L,"$2,000,000",,,,
2018,Stubblefield 1008,OR,Oregon,8/17/2018,9/20/2018,"54,221",L,"$2,200,000",,,,
2018,Grass Valley,WA,Washington,8/11/2018,8/15/2018,"75,573",U,"$875,000",,,,
2018,Boylston,WA,Washington,7/19/2018,7/23/2018,"71,200",U,"$995,000",,,,
2018,Crescent Mountain,WA,Washington,7/29/2018,11/28/2018,"56,609",U,"$40,705,000",,,,
2018,Cougar Creek,WA,Washington,7/28/2018,11/8/2018,"42,712",L,"$42,165,000",,,,
2016,Henrys Creek,ID,Idaho,8/21/2016,8/31/2016,"52,972",U,"$4,320,000",,,,
2018,HIRZ,CA,California,8/9/2018,9/14/2018,"46,150",H,"$55,511,216",,,,
2013,,UT,Utah,,,"98,376",,,,,,
2014,,UT,Utah,,,"100,284",,,,,,
2014,Skunk,AZ,Arizona,4/19/2014,6/26/2014,"73,622",L,"$1,800,000",,,,
2017,Highline,ID,Idaho,7/28/2017,9/21/2017,"84,619",L,"$2,167,864",,,,
2018,Taylor Creek,OR,Oregon,7/15/2018,10/11/2018,"52,839",L,"$24,077,000",,,,
2017,Powerline,ID,Idaho,8/4/2017,8/13/2017,"55,529",U,"$4,512,207",,,,
2019,Little Mud River,AK,Alaska,6/21/2019,7/25/2019,"79,675",L,$0,,,,
2016,Virginia Mountains Complex,NV,Nevada,7/29/2016,8/6/2016,"59,727",L,"$8,000,200",,,,
2019,Williams Flatt,WA,Washington,8/2/2019,8/24/2019,"44,446",L,"$19,432,000",,,,
2018,206,NM,New Mexico,4/12/2018,4/14/2018,"44,162",U,"$96,000",,,,
2018,Pole Creek,UT,Utah,9/6/2018,10/8/2018,"102,191",L,"$29,100,000",,,,
2019,Sawgrass,FL,Florida,6/23/2019,6/27/2019,"42,000",L,$0,,,,
2006,Sioux County Complex,NE,Nebraska,7/27/2006,8/9/2006,"48,800",L,"$1,420,000",,,,
2017,Roosters Comb,NV,Nevada,7/9/2017,7/24/2017,"218,380",U,"$4,000,000",,,,
2017,Mammoth Cave,ID,Idaho,8/4/2017,8/8/2017,"49,912",H,"$560,000",,,,
2018,Dollar Ridge,UT,Utah,7/1/2018,8/29/2018,"70,003",U,"$22,000,000",,,,
2018,Jennies Peak 1039 RN,OR,Oregon,8/17/2018,9/20/2018,"45,956",L,"$1,400,000",,,,
2017,Powerline,ID,Idaho,7/15/2017,7/29/2017,"42,558",L,"$2,958,255",,,,
2017,Lefors East,TX,Texas,3/7/2017,3/10/2017,"135,000",H,$0,,,,
2017,Rankin Ranch Rd.,TX,Texas,3/23/2017,3/25/2017,"60,000",H,$0,,,,
2018,Grassy Ridge,ID,Idaho,7/26/2018,8/15/2018,"99,502",L,"$3,000,000",,,,
2017,Four Seasons Complex,NV,Nevada,7/16/2017,7/25/2017,"159,986",U,"$4,573,000",,,,
2019,Kincade,CA,California,10/23/2019,11/7/2019,"77,758",U,"$77,144,684",,,,
2018,Mallard,TX,Texas,5/8/2018,5/20/2018,"75,530",U,$0,,,,
2019,,TX,Texas,,,"473,623",,$0,,,,
2017,Truckee,NV,Nevada,7/3/2017,7/11/2017,"98,960",U,"$2,120,260",,,,
2015,,UT,Utah,,,"86,097",,,,,,
2016,Cedar,AZ,Arizona,6/15/2016,7/28/2016,"45,977",U,"$14,000,000",,,,
2018,Sharps,ID,Idaho,7/29/2018,9/13/2018,"64,853",H,"$9,500,000",,,,
2017,Tohakum 2,NV,Nevada,8/29/2017,7/11/2017,"94,221",L,"$3,456,000",,,,
2019,Smith Creek,AK,Alaska,6/30/2019,8/2/2019,"71,815",H,$0,,,,
2019,Hadweenzic River,AK,Alaska,6/22/2019,7/19/2019,"62,068",L,"$5,004,308",,,,
2017,Dry Gulch,NV,Nevada,7/4/2017,7/11/2017,"64,000",U,"$2,700,000",,,,
2017,Snowstorm,NV,Nevada,7/14/2017,7/15/2017,"60,000",U,"$482,448",,,,
2019,Wilderness,AK,Alaska,6/20/2019,7/25/2019,"53,411",L,"$60,000",,,,
2019,Foraker,AK,Alaska,6/26/2019,7/25/2019,"49,980",L,"$203,477",,,,
2016,,UT,Utah,,,"78,050",,,,,,
2019,Grouse Creek,AK,Alaska,7/10/2019,8/7/2019,"49,533",L,"$2,000,000",,,,
2017,Frye,AZ,Arizona,6/7/2017,8/31/2017,"48,443",L,"$20,000,000",,,,
2019,Page Mountain,AK,Alaska,6/22/2019,8/1/2019,"46,897",L,"$394,900",,,,
2019,Walker,CA,California,8/16/2019,9/25/2019,"54,608",U,"$35,600,000",,,,
2017,Sawmill,AZ,Arizona,4/23/2017,5/3/2017,"46,991",H,"$8,200,000",,,,
2019,,UT,Utah,,,"82,074",,,,,,
2019,Bergman Creek,AK,Alaska,6/21/2019,7/25/2019,"42,300",L,"$1,233,004",,,,
2008,,WA,Washington,,,"43,183",,,,,,
2019,Woodbury,AZ,Arizona,6/8/2019,7/5/2019,"123,875",U,"$20,000,000",,,,
2017,Earthstone,NV,Nevada,7/3/2017,7/11/2017,"41,545",U,"$3,194,000",,,,
2019,Cold Creek,WA,Washington,7/18/2019,7/21/2019,"41,920",U,"$900,000",,,,
2018,Bruneau,ID,Idaho,7/24/2018,7/28/2018,"61,691",L,"$1,750,000",,,,
2019,Tettjajik Creek,AK,Alaska,7/2/2019,7/11/2019,"41,300",L,"$40,341",,,,
2019,Sheep,ID,Idaho,6/22/2019,7/25/2019,"112,106",L,"$710,000",,,,
2018,Martin,NV,Nevada,7/5/2018,7/21/2018,"435,569",U,"$10,000,000",,,,
2018,South Sugarloaf,NV,Nevada,8/17/2018,10/10/2018,"233,458",L,"$20,000,000",,,,
2018,Goose Creek,NV,Nevada,7/26/2018,8/10/2018,"132,220",U,"$7,850,000",,,,
2018,Sheep Creek,NV,Nevada,8/18/2018,8/26/2018,"59,789",U,"$3,000,000",,,,
2018,Perry,NV,Nevada,7/27/2018,8/6/2018,"51,400",U,"$4,950,000",,,,
2010,,WA,Washington,,,"42,552",,,,,,
2011,,WA,Washington,,,"42,236",,,,,,
2019,Pothole,ID,Idaho,8/6/2019,8/8/2019,"69,704",H,"$600,000",,,,
,,,,,,,,,,,,